Date,AAPL_Close,AMT_Close,AMZN_Close,BA_Close,BABA_Close,BAC_Close,BKNG_Close,BRK-A_Close,BRK-B_Close,CCL_Close,CVX_Close,DIS_Close,FB_Close,GOOG_Close,GOOGL_Close,HD_Close,JNJ_Close,JPM_Close,KO_Close,LOW_Close,MA_Close,MCD_Close,META_Close,MSFT_Close,NFLX_Close,NKE_Close,NVDA_Close,PFE_Close,PG_Close,PYPL_Close,SBUX_Close,TM_Close,TSLA_Close,TSM_Close,UNH_Close,UPS_Close,V_Close,WMT_Close,XOM_Close,^GSPC_Close
2019-12-31,73.4124984741211,229.82000732421875,92.39199829101562,325.760009765625,212.1000061035156,35.220001220703125,2053.72998046875,339590.0,226.5,50.83000183105469,120.51000213623048,144.6300048828125,205.25,66.85099792480469,66.96949768066406,218.3800048828125,145.8699951171875,139.39999389648438,55.34999847412109,119.76000213623048,298.5899963378906,197.6100006103516,205.25,157.6999969482422,323.57000732421875,101.30999755859376,58.82500076293945,37.17267608642578,124.9000015258789,108.16999816894533,87.91999816894531,140.5399932861328,27.8886661529541,58.09999847412109,293.9800109863281,117.05999755859376,187.8999938964844,118.83999633789062,69.77999877929688,3230.780029296875
2020-01-02,75.0875015258789,228.5,94.90049743652344,333.32000732421875,219.7700042724609,35.63999938964844,2074.580078125,342261.0,228.38999938964844,51.310001373291016,121.43000030517578,148.1999969482422,209.77999877929688,68.36849975585938,68.43399810791016,219.66000366210935,145.97000122070312,141.08999633789062,54.9900016784668,120.45999908447266,303.3900146484375,200.7899932861328,209.77999877929688,160.6199951171875,329.8099975585937,102.1999969482422,59.977500915527344,37.13472366333008,123.41000366210938,110.75,89.3499984741211,142.24000549316406,28.68400001525879,60.040000915527344,292.5,116.79000091552734,191.1199951171875,118.94000244140624,70.9000015258789,3257.85009765625
2020-01-03,74.35749816894531,228.6100006103516,93.74849700927734,332.760009765625,217.0,34.900001525878906,2065.47998046875,339155.0,226.17999267578125,49.88999938964844,121.01000213623048,146.5,208.6699981689453,68.03299713134766,68.07599639892578,218.92999267578125,144.27999877929688,138.33999633789062,54.68999862670898,119.5999984741211,300.42999267578125,200.0800018310547,208.6699981689453,158.6199951171875,325.8999938964844,101.91999816894533,59.01750183105469,36.93548583984375,122.58000183105467,108.76000213623048,88.83000183105469,140.75,29.53400039672852,58.060001373291016,289.5400085449219,116.72000122070312,189.6000061035156,117.88999938964844,70.33000183105469,3234.85009765625
2020-01-06,74.94999694824219,228.5500030517578,95.1439971923828,333.739990234375,216.63999938964844,34.849998474121094,2047.4000244140625,340210.0,226.9900054931641,48.380001068115234,120.5999984741211,145.64999389648438,212.6000061035156,69.71050262451172,69.8905029296875,219.9600067138672,144.10000610351562,138.22999572753906,54.66999816894531,120.3499984741211,301.2300109863281,202.3300018310547,212.6000061035156,159.02999877929688,335.8299865722656,101.83000183105467,59.26499938964844,36.88804626464844,122.75,110.16999816894533,88.12999725341797,140.77000427246094,30.1026668548584,57.38999938964844,291.54998779296875,116.1999969482422,189.19000244140625,117.6500015258789,70.87000274658203,3246.280029296875
2020-01-07,74.59750366210938,223.67999267578125,95.34300231933594,337.2799987792969,217.6300048828125,34.619998931884766,2068.050048828125,338901.0,225.9199981689453,48.52999877929688,119.05999755859376,145.6999969482422,213.05999755859372,69.66699981689453,69.75550079345703,218.5200042724609,144.97999572753906,135.8800048828125,54.25,119.62999725341795,300.2099914550781,202.6300048828125,213.05999755859372,157.5800018310547,330.75,101.77999877929688,59.98249816894531,36.76470565795898,121.98999786376952,109.66999816894533,87.86000061035156,141.50999450683594,31.270666122436523,58.31999969482422,289.7900085449219,116.0,188.69000244140625,116.55999755859376,70.29000091552734,3237.179931640625
2020-01-08,75.79750061035156,225.6199951171875,94.59850311279295,331.3699951171875,218.0,34.970001220703125,2062.89990234375,339188.0,225.9900054931641,48.7599983215332,117.6999969482422,145.39999389648438,215.22000122070312,70.21600341796875,70.25199890136719,221.7899932861328,144.9600067138672,136.94000244140625,54.34999847412109,121.52999877929688,305.1000061035156,205.91000366210935,215.22000122070312,160.08999633789062,339.260009765625,101.5500030517578,60.095001220703125,37.05882263183594,122.51000213623048,111.81999969482422,88.87999725341797,141.16000366210938,32.80933380126953,58.75,295.8999938964844,116.66000366210938,191.9199981689453,116.16000366210938,69.2300033569336,3253.050048828125
2020-01-09,77.40750122070312,226.47000122070312,95.05249786376952,336.3399963378906,221.77999877929688,35.029998779296875,2084.2900390625,343263.0,228.6499938964844,49.20000076293945,117.51000213623048,144.8300018310547,218.3000030517578,70.99150085449219,70.989501953125,225.19000244140625,145.38999938964844,137.44000244140625,55.34000015258789,122.0500030517578,309.1000061035156,208.3500061035156,218.3000030517578,162.08999633789062,335.6600036621094,101.4800033569336,60.755001068115234,36.89753341674805,123.8499984741211,112.56999969482422,90.52999877929688,140.50999450683594,32.089332580566406,59.22999954223633,294.2200012207031,116.93000030517578,193.25,117.36000061035156,69.76000213623047,3274.699951171875
2020-01-10,77.5824966430664,230.8000030517578,94.15799713134766,329.9200134277344,223.8300018310547,34.7400016784668,2086.89990234375,340185.0,226.6199951171875,48.84999847412109,116.44000244140624,144.6199951171875,218.05999755859372,71.48650360107422,71.447998046875,224.22000122070312,145.05999755859375,136.07000732421875,55.52999877929688,121.0,311.1700134277344,207.2700042724609,218.05999755859372,161.33999633789062,329.04998779296875,100.9000015258789,61.08000183105469,37.466793060302734,123.97000122070312,112.93000030517578,90.16000366210938,139.72999572753906,31.87666702270508,58.86000061035156,295.1300048828125,115.87000274658205,193.7700042724609,116.37999725341795,69.13999938964844,3265.35009765625
2020-01-13,79.23999786376953,235.41000366210935,94.56500244140624,330.2200012207031,230.47999572753903,35.060001373291016,2080.5,342855.0,228.4499969482422,49.36000061035156,116.66000366210938,143.8800048828125,221.91000366210935,71.96150207519531,72.00150299072266,223.33999633789065,145.6999969482422,137.1999969482422,56.130001068115234,121.0500030517578,315.2099914550781,206.50999450683597,221.91000366210935,163.27999877929688,338.9200134277344,102.16000366210938,62.994998931884766,37.390892028808594,124.87999725341795,115.27999877929688,91.08000183105467,140.55999755859375,34.990665435791016,60.060001373291016,285.8500061035156,116.75,195.3300018310547,115.87999725341795,69.80000305175781,3288.1298828125
2020-01-14,78.16999816894531,233.9499969482422,93.47200012207033,332.3500061035156,226.4900054931641,35.31999969482422,2071.47998046875,340706.0,227.1699981689453,50.209999084472656,116.3000030517578,145.1999969482422,219.05999755859372,71.54399871826172,71.52950286865234,222.80999755859372,146.52000427246094,138.8000030517578,56.0,120.06999969482422,310.6400146484375,207.32000732421875,219.05999755859372,162.1300048828125,338.69000244140625,102.91999816894533,61.81999969482422,38.0170783996582,124.69000244140624,114.63999938964844,90.98999786376952,140.3699951171875,35.861331939697266,60.31999969482422,288.239990234375,117.2699966430664,196.0500030517578,116.18000030517578,69.19999694824219,3283.14990234375
